symbol,name,exchange,yahoo
OMEX,"Odyssey Marine Exploration, Inc. - Common Stock",NASDAQ,OMEX
OMH,Ohmyhome Limited - Class A Ordinary Shares,NASDAQ,OMH
OMSE,OMS Energy Technologies Inc. - Ordinary Shares,NASDAQ,OMSE
ON,ON Semiconductor Corporation - Common Stock,NASDAQ,ON
ONB,Old National Bancorp - Common Stock,NASDAQ,ONB
ONBPO,"Old National Bancorp - Depositary Shares, Each Representing a 1/40th Interest in a Share of Series C Preferred Stock",NASDAQ,ONBPO
ONBPP,"Old National Bancorp - Depositary Shares, Each Representing a 1/40th Interest in a Share of Series A Preferred Stock",NASDAQ,ONBPP
ONC,BeOne Medicines Ltd. - American Depositary Shares,NASDAQ,ONC
ONCH,1RT Acquisition Corp. - Class A Ordinary Share,NASDAQ,ONCH
ONCHU,1RT Acquisition Corp. - Units,NASDAQ,ONCHU
ONCHW,1RT Acquisition Corp. - Warrant,NASDAQ,ONCHW
ONCO,"Onconetix, Inc.  - Common Stock",NASDAQ,ONCO
ONCY,Oncolytics Biotech Inc. - Common Shares,NASDAQ,ONCY
ONDS,Ondas Holdings Inc. - Common Stock,NASDAQ,ONDS
ONEG,OneConstruction Group Limited - Ordinary Shares,NASDAQ,ONEG
ONEW,OneWater Marine Inc. - Class A Common Stock,NASDAQ,ONEW
ONFO,Onfolio Holdings Inc. - Common Stock,NASDAQ,ONFO
ONFOW,Onfolio Holdings Inc. - Warrant,NASDAQ,ONFOW
ONMD,OneMedNet Corp - Class A Common Stock,NASDAQ,ONMD
ONMDW,OneMedNet Corp - Warrant,NASDAQ,ONMDW
OP,OceanPal Inc. - Common Stock,NASDAQ,OP
OPAL,OPAL Fuels Inc. - Class A Common Stock,NASDAQ,OPAL
OPBK,OP Bancorp - Common Stock,NASDAQ,OPBK
OPCH,"Option Care Health, Inc. - Common Stock",NASDAQ,OPCH
OPEN,Opendoor Technologies Inc  - Common Stock,NASDAQ,OPEN
OPK,"Opko Health, Inc. - Common Stock",NASDAQ,OPK
OPRA,Opera Limited - American Depositary Shares,NASDAQ,OPRA
OPRT,Oportun Financial Corporation - common stock,NASDAQ,OPRT
OPRX,OptimizeRx Corporation - Common Stock,NASDAQ,OPRX
OPT,Opthea Limited - American Depositary Shares,NASDAQ,OPT
OPTX,"Syntec Optics Holdings, Inc. - Class A Common Stock",NASDAQ,OPTX
OPTXW,"Syntec Optics Holdings, Inc. - Warrant",NASDAQ,OPTXW
OPXS,"Optex Systems Holdings, Inc. - Common Stock",NASDAQ,OPXS
ORBS,Eightco Holdings Inc. - Common Stock,NASDAQ,ORBS
ORGN,"Origin Materials, Inc. - Class A Common Stock",NASDAQ,ORGN
ORGNW,"Origin Materials, Inc. - Warrant",NASDAQ,ORGNW
ORGO,Organogenesis Holdings Inc.  - Class A ,NASDAQ,ORGO
ORIC,"Oric Pharmaceuticals, Inc. - Common Stock",NASDAQ,ORIC
ORIQ,Origin Investment Corp I - Ordinary Shares,NASDAQ,ORIQ
ORIQU,Origin Investment Corp I - Units,NASDAQ,ORIQU
ORIQW,Origin Investment Corp I - Redeemable Warrant,NASDAQ,ORIQW
ORIS,Oriental Rise Holdings Limited - Ordinary Shares,NASDAQ,ORIS
ORKA,"Oruka Therapeutics, Inc. - Common Stock",NASDAQ,ORKA
ORKT,Orangekloud Technology Inc. - Class A Ordinary Shares,NASDAQ,ORKT
ORLY,"O'Reilly Automotive, Inc. - Common Stock",NASDAQ,ORLY
ORMP,Oramed Pharmaceuticals Inc. - Common Stock,NASDAQ,ORMP
ORRF,"Orrstown Financial Services, Inc. - Common Stock",NASDAQ,ORRF
OS,"OneStream, Inc. - Class A Common Stock",NASDAQ,OS
OSBC,"Old Second Bancorp, Inc. - Common Stock",NASDAQ,OSBC
OSIS,"OSI Systems, Inc. - Common Stock",NASDAQ,OSIS
OSPN,OneSpan Inc. - Common Stock,NASDAQ,OSPN
OSRH,"OSR Holdings, Inc. - Common Stock",NASDAQ,OSRH
OSRHW,"OSR Holdings, Inc. - Warrant",NASDAQ,OSRHW
OSS,"One Stop Systems, Inc. - Common Stock",NASDAQ,OSS
OST,"Ostin Technology Group Co., Ltd. - Class A Ordinary Shares",NASDAQ,OST
OSUR,"OraSure Technologies, Inc. - Common Stock",NASDAQ,OSUR
OSW,OneSpaWorld Holdings Limited - Common Shares,NASDAQ,OSW
OTEX,Open Text Corporation - Common Shares,NASDAQ,OTEX
OTGAU,OTG Acquisition Corp. I - Unit,NASDAQ,OTGAU
OTLK,"Outlook Therapeutics, Inc. - Common Stock",NASDAQ,OTLK
OTLY,Oatly Group AB - American Depositary Shares,NASDAQ,OTLY
OTTR,Otter Tail Corporation - Common Stock,NASDAQ,OTTR
OUST,"Ouster, Inc. - Common Stock",NASDAQ,OUST
OUSTZ,"Ouster, Inc. - Warrants",NASDAQ,OUSTZ
OVBC,Ohio Valley Banc Corp. - Common Stock,NASDAQ,OVBC
OVID,Ovid Therapeutics Inc. - Common Stock,NASDAQ,OVID
OVLY,Oak Valley Bancorp (CA) - Common Stock,NASDAQ,OVLY
OWLS,OBOOK Holdings Inc. - Class A Common Shares,NASDAQ,OWLS
OXBR,Oxbridge Re Holdings Limited - Ordinary Shares,NASDAQ,OXBR
OXBRW,Oxbridge Re Holdings Limited - Warrant,NASDAQ,OXBRW
OXLC,Oxford Lane Capital Corp. - Closed End Fund,NASDAQ,OXLC
OXLCG,Oxford Lane Capital Corp. - 7.95% Notes due 2032,NASDAQ,OXLCG
OXLCI,Oxford Lane Capital Corp. - 8.75% Notes due 2030,NASDAQ,OXLCI
OXLCL,Oxford Lane Capital Corp. - 6.75% Notes due 2031,NASDAQ,OXLCL
OXLCN,Oxford Lane Capital Corp. - 7.125% Series 2029 Term Preferred Stock,NASDAQ,OXLCN
OXLCO,"Oxford Lane Capital Corp. - Preferred Stock Shares, 6.00% Series 2029",NASDAQ,OXLCO
OXLCP,Oxford Lane Capital Corp. - 6.25% Series 2027 Term Preferred Shares,NASDAQ,OXLCP
OXLCZ,Oxford Lane Capital Corp. - 5.00% Notes due 2027,NASDAQ,OXLCZ
OXSQ,Oxford Square Capital Corp. - Closed End Fund,NASDAQ,OXSQ
OXSQG,Oxford Square Capital Corp. - 5.50% Notes due 2028,NASDAQ,OXSQG
OXSQH,Oxford Square Capital Corp. - 7.75% Notes due 2030,NASDAQ,OXSQH
OYSE,Oyster Enterprises II Acquisition Corp - Class A Ordinary Shares,NASDAQ,OYSE
OYSER,Oyster Enterprises II Acquisition Corp - Rights,NASDAQ,OYSER
OYSEU,Oyster Enterprises II Acquisition Corp - Units,NASDAQ,OYSEU
OZK,Bank OZK - Common Stock,NASDAQ,OZK
OZKAP,Bank OZK - 4.625% Series A Non-Cumulative Perpetual Preferred Stock,NASDAQ,OZKAP
PAA,"Plains All American Pipeline, L.P. - Common Units representing Limited Partner Interests",NASDAQ,PAA
PACB,"Pacific Biosciences of California, Inc. - Common Stock",NASDAQ,PACB
PACH,Pioneer Acquisition I Corp - Class A Ordinary Shares,NASDAQ,PACH
PACHU,Pioneer Acquisition I Corp - Units,NASDAQ,PACHU
PACHW,Pioneer Acquisition I Corp - Warrants,NASDAQ,PACHW
PAGP,"Plains GP Holdings, L.P. - Class A Shares representing limited partner interests",NASDAQ,PAGP
PAHC,Phibro Animal Health Corporation - Class A Common Stock,NASDAQ,PAHC
PAL,"Proficient Auto Logistics, Inc. - Common Stock",NASDAQ,PAL
PALI,"Palisade Bio, Inc. - Common Stock",NASDAQ,PALI
PAMT,PAMT CORP - Common Stock,NASDAQ,PAMT
PANL,Pangaea Logistics Solutions Ltd. - Common Stock,NASDAQ,PANL
PANW,"Palo Alto Networks, Inc. - Common Stock",NASDAQ,PANW
PASG,"Passage Bio, Inc. - Common Stock",NASDAQ,PASG
PASW,"Ping An Biomedical Co., Ltd. - Ordinary Shares",NASDAQ,PASW
PATK,"Patrick Industries, Inc. - Common Stock",NASDAQ,PATK
PAVM,PAVmed Inc. - Common Stock,NASDAQ,PAVM
PAVS,Paranovus Entertainment Technology Ltd. - Class A Ordinary Shares,NASDAQ,PAVS
PAX,Patria Investments Limited - Class A Common Shares,NASDAQ,PAX
PAYO,Payoneer Global Inc. - Common Stock,NASDAQ,PAYO
PAYS,"Paysign, Inc. - Common Stock",NASDAQ,PAYS
PAYX,"Paychex, Inc. - Common Stock",NASDAQ,PAYX
PBBK,"PB Bankshares, Inc. - Common Stock",NASDAQ,PBBK
PBFS,"Pioneer Bancorp, Inc. - Common Stock",NASDAQ,PBFS
PBHC,"Pathfinder Bancorp, Inc. - Common Stock",NASDAQ,PBHC
PBM,Psyence Biomedical Ltd. - Ordinary Shares,NASDAQ,PBM
PBMWW,Psyence Biomedical Ltd. - Warrant,NASDAQ,PBMWW
PBPB,Potbelly Corporation - Common Stock,NASDAQ,PBPB
PBYI,Puma Biotechnology Inc - Common Stock,NASDAQ,PBYI
PC,Premium Catering (Holdings) Limited - Ordinary Shares,NASDAQ,PC
PCAP,ProCap Acquisition Corp - Class A Ordinary Shares,NASDAQ,PCAP
PCAPU,ProCap Acquisition Corp - Unit,NASDAQ,PCAPU
PCAPW,ProCap Acquisition Corp - Warrant,NASDAQ,PCAPW
PCAR,PACCAR Inc. - Common Stock,NASDAQ,PCAR
PCB,PCB Bancorp - Common Stock,NASDAQ,PCB
PCH,PotlatchDeltic Corporation - Common Stock,NASDAQ,PCH
PCLA,PicoCELA Inc. - American Depositary Shares,NASDAQ,PCLA
PCRX,"Pacira BioSciences, Inc. - Common Stock",NASDAQ,PCRX
PCSA,"Processa Pharmaceuticals, Inc. - Common Stock",NASDAQ,PCSA
PCSC,Perceptive Capital Solutions Corp - Class A Ordinary Shares,NASDAQ,PCSC
PCT,"PureCycle Technologies, Inc. - Common stock",NASDAQ,PCT
PCTTU,"PureCycle Technologies, Inc. - Unit",NASDAQ,PCTTU
PCTTW,"PureCycle Technologies, Inc. - Warrant",NASDAQ,PCTTW
PCTY,Paylocity Holding Corporation - Common Stock,NASDAQ,PCTY
PCVX,"Vaxcyte, Inc. - Common Stock",NASDAQ,PCVX
PCYO,Pure Cycle Corporation - Common Stock,NASDAQ,PCYO
PDD,PDD Holdings Inc. - American Depositary Shares,NASDAQ,PDD
PDEX,"Pro-Dex, Inc. - Common Stock",NASDAQ,PDEX
PDFS,"PDF Solutions, Inc. - Common Stock",NASDAQ,PDFS
PDLB,"Ponce Financial Group, Inc. - Common Stock",NASDAQ,PDLB
PDSB,PDS Biotechnology Corporation - Common Stock,NASDAQ,PDSB
PDYN,Palladyne AI Corp. - Common stock,NASDAQ,PDYN
PDYNW,Palladyne AI Corp. - Warrant,NASDAQ,PDYNW
PEBK,"Peoples Bancorp of North Carolina, Inc. - Common Stock",NASDAQ,PEBK
PEBO,Peoples Bancorp Inc. - Common Stock,NASDAQ,PEBO
PECO,"Phillips Edison & Company, Inc. - Common Stock",NASDAQ,PECO
PEGA,Pegasystems Inc. - Common Stock,NASDAQ,PEGA
PELI,Pelican Acquisition Corporation - Ordinary Shares,NASDAQ,PELI
PELIR,Pelican Acquisition Corporation - Right,NASDAQ,PELIR
PELIU,Pelican Acquisition Corporation - Unit,NASDAQ,PELIU
PENG,"Penguin Solutions, Inc. - Common Stock",NASDAQ,PENG
PENN,"PENN Entertainment, Inc. - Common Stock",NASDAQ,PENN
PEP,"PepsiCo, Inc. - Common Stock",NASDAQ,PEP
PEPG,PepGen Inc. - Common Stock,NASDAQ,PEPG
PERI,Perion Network Ltd - Ordinary Shares,NASDAQ,PERI
PESI,"Perma-Fix Environmental Services, Inc. - Common Stock",NASDAQ,PESI
PETS,"PetMed Express, Inc. - Common Stock",NASDAQ,PETS
PETZ,"TDH Holdings, Inc. - Common Shares",NASDAQ,PETZ
PFAI,Pinnacle Food Group Limited - Class A Common Shares,NASDAQ,PFAI
PFBC,Preferred Bank - Common Stock,NASDAQ,PFBC
PFG,Principal Financial Group Inc - Common Stock,NASDAQ,PFG
PFIS,Peoples Financial Services Corp.  - Common Stock,NASDAQ,PFIS
PFSA,"Profusa, Inc. - Common Stock",NASDAQ,PFSA
PFX,PhenixFIN Corporation  - Common Stock,NASDAQ,PFX
PFXNZ,PhenixFIN Corporation  - 5.25% Notes due 2028,NASDAQ,PFXNZ
PGAC,Pantages Capital Acquisition Corporation - Class A Ordinary Shares,NASDAQ,PGAC
PGACR,Pantages Capital Acquisition Corporation - Right,NASDAQ,PGACR
PGACU,Pantages Capital Acquisition Corporation - Unit,NASDAQ,PGACU
PGC,Peapack-Gladstone Financial Corporation - Common Stock,NASDAQ,PGC
PGEN,"Precigen, Inc. - Common Stock",NASDAQ,PGEN
PGNY,"Progyny, Inc. - Common Stock",NASDAQ,PGNY
PGY,Pagaya Technologies Ltd. - Class A Ordinary Shares,NASDAQ,PGY
PGYWW,Pagaya Technologies Ltd. - Warrants,NASDAQ,PGYWW
PHAR,"Pharming Group N.V. - ADS, each representing 10 ordinary shares",NASDAQ,PHAR
PHAT,"Phathom Pharmaceuticals, Inc. - Common Stock",NASDAQ,PHAT
PHH,"Park Ha Biological Technology Co., Ltd. - ordinary shares",NASDAQ,PHH
PHIO,Phio Pharmaceuticals Corp. - Common Stock,NASDAQ,PHIO
PHLT,"Performant Healthcare, Inc. - Common Stock",NASDAQ,PHLT
PHOE,Phoenix Asia Holdings Limited - Ordinary Shares,NASDAQ,PHOE
PHUN,"Phunware, Inc. - Common Stock",NASDAQ,PHUN
PHVS,Pharvaris N.V. - Ordinary Shares,NASDAQ,PHVS
PI,"Impinj, Inc. - Common Stock",NASDAQ,PI
PIII,P3 Health Partners Inc. - Class A Common Stock,NASDAQ,PIII
PIIIW,P3 Health Partners Inc. - Warrant,NASDAQ,PIIIW
PINC,"Premier, Inc. - Class A Common Stock",NASDAQ,PINC
PKBK,"Parke Bancorp, Inc. - Common Stock",NASDAQ,PKBK
PKOH,Park-Ohio Holdings Corp. - Common Stock,NASDAQ,PKOH
PLAB,"Photronics, Inc. - Common Stock",NASDAQ,PLAB
PLAY,"Dave & Buster's Entertainment, Inc. - Common Stock",NASDAQ,PLAY
PLBC,Plumas Bancorp - Common Stock,NASDAQ,PLBC
PLBL,Polibeli Group Ltd - Class A Ordinary Shares,NASDAQ,PLBL
PLBY,"Playboy, Inc. - Common Stock",NASDAQ,PLBY
PLCE,"Children's Place, Inc. (The) - Common Stock",NASDAQ,PLCE
PLMK,Plum Acquisition Corp. IV - Class A Ordinary Shares,NASDAQ,PLMK
PLMKU,Plum Acquisition Corp. IV - Unit,NASDAQ,PLMKU
PLMKW,Plum Acquisition Corp. IV - Warrants,NASDAQ,PLMKW
PLMR,"Palomar Holdings, Inc. - Common stock",NASDAQ,PLMR
PLPC,Preformed Line Products Company - Common Stock,NASDAQ,PLPC
PLRX,"Pliant Therapeutics, Inc. - Common Stock",NASDAQ,PLRX
PLRZ,Polyrizon Ltd. - Ordinary Shares,NASDAQ,PLRZ
PLSE,"Pulse Biosciences, Inc - Common Stock",NASDAQ,PLSE
PLTK,Playtika Holding Corp. - Common Stock,NASDAQ,PLTK
PLTR,Palantir Technologies Inc. - Class A Common Stock,NASDAQ,PLTR
PLTS,Platinum Analytics Cayman Limited - Class A Ordinary Shares,NASDAQ,PLTS
PLUG,"Plug Power, Inc. - Common Stock",NASDAQ,PLUG
PLUR,Pluri Inc. - Common Stock,NASDAQ,PLUR
PLUS,ePlus inc. - Common Stock,NASDAQ,PLUS
PLUT,Plutus Financial Group Limited - Ordinary Shares,NASDAQ,PLUT
PLXS,Plexus Corp. - Common Stock,NASDAQ,PLXS
PMAX,Powell Max Limited - Class A Ordinary Shares,NASDAQ,PMAX
PMCB,"PharmaCyte  Biotech, Inc. - Common Stock",NASDAQ,PMCB
PMEC,Primech Holdings Ltd. - Ordinary Shares,NASDAQ,PMEC
PMN,ProMIS Neurosciences Inc. - Common Shares,NASDAQ,PMN
PMTR,Perimeter Acquisition Corp. I - Class A Ordinary Shares,NASDAQ,PMTR
PMTRU,Perimeter Acquisition Corp. I - Unit,NASDAQ,PMTRU
PMTRW,Perimeter Acquisition Corp. I - Warrant,NASDAQ,PMTRW
PMTS,CPI Card Group Inc. - Common Stock,NASDAQ,PMTS
PMVP,"PMV Pharmaceuticals, Inc. - Common Stock",NASDAQ,PMVP
PN,Skycorp Solar Group Limited - Ordinary Shares,NASDAQ,PN
PNBK,Patriot National Bancorp Inc. - Common Stock,NASDAQ,PNBK
PNFP,"Pinnacle Financial Partners, Inc. - Common Stock",NASDAQ,PNFP
PNFPP,"Pinnacle Financial Partners, Inc. - Depositary shares of Pinnacle Financial Partners, Inc., each representing a 1/40th Interest in a share of its 6.75% Fixed-Rate Non-Cumulative Perpetual Preferred Stock, Series B",NASDAQ,PNFPP
PNRG,PrimeEnergy Resources Corporation - Common Stock,NASDAQ,PNRG
PNTG,"The Pennant Group, Inc. - Common Stock",NASDAQ,PNTG
POAI,Predictive Oncology Inc. - Common Stock,NASDAQ,POAI
POCI,"Precision Optics Corporation, Inc. - Common stock",NASDAQ,POCI
PODC,"PodcastOne, Inc. - Common Stock",NASDAQ,PODC
PODD,Insulet Corporation - Common Stock,NASDAQ,PODD
POET,POET Technologies Inc. - Common Shares,NASDAQ,POET
POLA,"Polar Power, Inc. - Common Stock",NASDAQ,POLA
POLE,Andretti Acquisition Corp. II - Class A Ordinary Shares,NASDAQ,POLE
POLEU,Andretti Acquisition Corp. II - Unit,NASDAQ,POLEU
POLEW,Andretti Acquisition Corp. II - Warrant,NASDAQ,POLEW
POM,POMDOCTOR LIMITED - American Depositary Shares,NASDAQ,POM
PONY,Pony AI Inc. - American Depositary Shares,NASDAQ,PONY
POOL,Pool Corporation - Common Stock,NASDAQ,POOL
POWI,"Power Integrations, Inc. - Common Stock",NASDAQ,POWI
POWL,"Powell Industries, Inc. - Common Stock",NASDAQ,POWL
POWW,Outdoor Holding Company - Common Stock,NASDAQ,POWW
POWWP,Outdoor Holding Company - 8.75% Series A Cumulative Redeemable Perpetual Preferred Stock,NASDAQ,POWWP
PPBT,Purple Biotech Ltd. - American Depositary Shares,NASDAQ,PPBT
PPC,Pilgrim's Pride Corporation - Common Stock,NASDAQ,PPC
PPCB,"Propanc Biopharma, Inc. - Common Stock",NASDAQ,PPCB
PPIH,"Perma-Pipe International Holdings, Inc. - Common Stock",NASDAQ,PPIH
PPSI,"Pioneer Power Solutions, Inc. - Common Stock",NASDAQ,PPSI
PPTA,Perpetua Resources Corp. - Common Shares,NASDAQ,PPTA
PRAA,"PRA Group, Inc. - Common Stock",NASDAQ,PRAA
PRAX,"Praxis Precision Medicines, Inc. - Common Stock",NASDAQ,PRAX
PRCH,"Porch Group, Inc. - Common Stock",NASDAQ,PRCH
PRCT,PROCEPT BioRobotics Corporation - Common Stock,NASDAQ,PRCT
PRDO,Perdoceo Education Corporation - Common Stock,NASDAQ,PRDO
PRE,Prenetics Global Limited - Class A Ordinary Share,NASDAQ,PRE
PRENW,Prenetics Global Limited - Warrant,NASDAQ,PRENW
PRFX,PainReform Ltd. - Ordinary Shares,NASDAQ,PRFX
PRGS,Progress Software Corporation - Common Stock,NASDAQ,PRGS
PRHI,"Presurance Holdings, Inc. - Common Stock",NASDAQ,PRHI
PRHIZ,"Presurance Holdings, Inc. - 9.75% Senior Unsecured Notes due 2028",NASDAQ,PRHIZ
PRLD,Prelude Therapeutics Incorporated - Common Stock,NASDAQ,PRLD
PRME,"Prime Medicine, Inc. - Common Stock",NASDAQ,PRME
PROF,Profound Medical Corp. - common stock,NASDAQ,PROF
PROK,ProKidney Corp. - Class A Ordinary Shares,NASDAQ,PROK
PROP,Prairie Operating Co. - Common Stock,NASDAQ,PROP
PROV,"Provident Financial Holdings, Inc. - Common Stock",NASDAQ,PROV
PRPH,"ProPhase Labs, Inc. - Common Stock",NASDAQ,PRPH
PRPL,"Purple Innovation, Inc. - Common Stock",NASDAQ,PRPL
PRPO,"Precipio, Inc. - Common Stock",NASDAQ,PRPO
PRQR,ProQR Therapeutics N.V. - Ordinary Shares,NASDAQ,PRQR
PRSO,Peraso Inc. - Common Stock,NASDAQ,PRSO
PRTA,Prothena Corporation plc - Ordinary Shares,NASDAQ,PRTA
PRTC,PureTech Health plc - American Depositary Shares,NASDAQ,PRTC
PRTH,"Priority Technology Holdings, Inc. - Common Stock",NASDAQ,PRTH
PRTS,"CarParts.com, Inc. - Common Stock",NASDAQ,PRTS
PRVA,"Privia Health Group, Inc. - Common Stock",NASDAQ,PRVA
PRZO,ParaZero Technologies Ltd. - Ordinary Shares,NASDAQ,PRZO
PSEC,Prospect Capital Corporation - Closed End Fund,NASDAQ,PSEC
PSHG,Performance Shipping Inc. - Common Shares,NASDAQ,PSHG
PSIG,PS International Group Ltd. - Ordinary Shares,NASDAQ,PSIG
PSIX,"Power Solutions International, Inc. - Common Stock",NASDAQ,PSIX
PSKY,Paramount Skydance Corporation - Class B Common Stock,NASDAQ,PSKY
PSMT,"PriceSmart, Inc. - Common Stock",NASDAQ,PSMT
PSNL,"Personalis, Inc. - Common Stock",NASDAQ,PSNL
PSNY,Polestar Automotive Holding UK Limited - Class A ADS,NASDAQ,PSNY
PSNYW,Polestar Automotive Holding UK Limited - Class C-1 ADS (ADW),NASDAQ,PSNYW
PSTV,"PLUS THERAPEUTICS, Inc. - Common Stock",NASDAQ,PSTV
PT,Pintec Technology Holdings Limited - American Depositary Shares,NASDAQ,PT
PTC,PTC Inc. - Common Stock,NASDAQ,PTC
PTCT,"PTC Therapeutics, Inc. - Common Stock",NASDAQ,PTCT
PTEN,"Patterson-UTI Energy, Inc. - Common Stock",NASDAQ,PTEN
PTGX,"Protagonist Therapeutics, Inc. - Common Stock",NASDAQ,PTGX
PTHL,Pheton Holdings Ltd - Class A Ordinary Shares,NASDAQ,PTHL
PTIX,"Protagenic Therapeutics, Inc. - Common Stock",NASDAQ,PTIX
PTIXW,"Protagenic Therapeutics, Inc. - Warrant",NASDAQ,PTIXW
PTLE,PTL LTD - Class A Ordinary Shares,NASDAQ,PTLE
PTLO,Portillo's Inc. - Class A Common Stock,NASDAQ,PTLO
PTNM,Pitanium Limited - Class A Ordinary Shares,NASDAQ,PTNM
PTON,"Peloton Interactive, Inc. - Common Stock",NASDAQ,PTON
PTRN,Pattern Group Inc. - Series A Common Stock,NASDAQ,PTRN
PUBM,"PubMatic, Inc. - Class A Common Stock",NASDAQ,PUBM
PULM,"Pulmatrix, Inc. - Common Stock",NASDAQ,PULM
PVBC,"Provident Bancorp, Inc. - Common Stock",NASDAQ,PVBC
PVLA,"Palvella Therapeutics, Inc. - Common Stock",NASDAQ,PVLA
PWP,Perella Weinberg Partners - Class A Common Stock,NASDAQ,PWP
PXLW,"Pixelworks, Inc. - Common Stock",NASDAQ,PXLW
PXS,Pyxis Tankers Inc. - Common Stock,NASDAQ,PXS
PYPD,PolyPid Ltd. - Ordinary Shares,NASDAQ,PYPD
PYPL,"PayPal Holdings, Inc. - Common Stock",NASDAQ,PYPL
PYXS,"Pyxis Oncology, Inc. - Common Stock",NASDAQ,PYXS
PZZA,"Papa John's International, Inc. - Common Stock",NASDAQ,PZZA
QCLS,"Q/C Technologies, Inc. - Common Stock",NASDAQ,QCLS
QCOM,QUALCOMM Incorporated - Common Stock,NASDAQ,QCOM
QCRH,"QCR Holdings, Inc. - Common Stock",NASDAQ,QCRH
QDEL,QuidelOrtho Corporation - Common Stock,NASDAQ,QDEL
QETA,Quetta Acquisition Corporation - Common Stock,NASDAQ,QETA
QETAR,Quetta Acquisition Corporation - Right,NASDAQ,QETAR
QETAU,Quetta Acquisition Corporation - Unit,NASDAQ,QETAU
QFIN,"Qfin Holdings, Inc.  - American Depositary Shares",NASDAQ,QFIN
QH,Quhuo Limited - American Depository Shares,NASDAQ,QH
QIPT,Quipt Home Medical Corp. - Common Shares,NASDAQ,QIPT
QLGN,"Qualigen Therapeutics, Inc. - Common Stock",NASDAQ,QLGN
QLYS,"Qualys, Inc. - Common Stock",NASDAQ,QLYS
QMCO,Quantum Corporation - Common Stock,NASDAQ,QMCO
QMMM,QMMM Holdings Limited - Class A Ordinary Shares,NASDAQ,QMMM
QNCX,"Quince Therapeutics, Inc. - Common Stock",NASDAQ,QNCX
QNRX,"Quoin Pharmaceuticals, Ltd. - American Depositary Shares",NASDAQ,QNRX
QNST,"QuinStreet, Inc. - Common Stock",NASDAQ,QNST
QNTM,Quantum Biopharma Ltd. - Class B Subordinate Voting Shares,NASDAQ,QNTM
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund - Closed End Fund,NASDAQ,QQQX
QRHC,Quest Resource Holding Corporation - Common Stock,NASDAQ,QRHC
QRVO,"Qorvo, Inc. - Common Stock",NASDAQ,QRVO
QSEA,Quartzsea Acquisition Corporation - Ordinary Shares,NASDAQ,QSEA
QSEAR,Quartzsea Acquisition Corporation - Rights,NASDAQ,QSEAR
QSEAU,Quartzsea Acquisition Corporation - Units,NASDAQ,QSEAU
QSG,QuantaSing Group Limited - American Depositary Shares,NASDAQ,QSG
QSI,Quantum-Si Incorporated - Class A Common Stock,NASDAQ,QSI
QSIAW,Quantum-Si Incorporated - Warrant,NASDAQ,QSIAW
QTRX,Quanterix Corporation - Common Stock,NASDAQ,QTRX
QTTB,Q32 Bio Inc. - Common Stock,NASDAQ,QTTB
QUBT,Quantum Computing Inc. - Common Stock,NASDAQ,QUBT
QUIK,QuickLogic Corporation - Common Stock,NASDAQ,QUIK
QUMS,Quantumsphere Acquisition Corp. - Ordinary Shares,NASDAQ,QUMS
QUMSR,Quantumsphere Acquisition Corp. - Rights,NASDAQ,QUMSR
QUMSU,Quantumsphere Acquisition Corp. - Units,NASDAQ,QUMSU
QURE,uniQure N.V. - Ordinary Shares,NASDAQ,QURE
QVCGA,"QVC Group, Inc. - Series A Common Stock",NASDAQ,QVCGA
QVCGP,"QVC Group, Inc. - 8.0% Fixed Rate Cumulative Redeemable Preferred Stock",NASDAQ,QVCGP
RAAQ,Real Asset Acquisition Corp. - Class A Ordinary Share,NASDAQ,RAAQ
RAAQU,Real Asset Acquisition Corp. - Unit,NASDAQ,RAAQU
RAAQW,Real Asset Acquisition Corp. - Warrants,NASDAQ,RAAQW
RADX,Radiopharm Theranostics Limited - American Depositary Shares,NASDAQ,RADX
RAIL,"Freightcar America, Inc. - Common Stock",NASDAQ,RAIL
RAIN,"Rain Enhancement Technologies Holdco, Inc. - Class A Common Stock",NASDAQ,RAIN
RAINW,"Rain Enhancement Technologies Holdco, Inc. - Warrants",NASDAQ,RAINW
RAND,Rand Capital Corporation - Closed End Fund,NASDAQ,RAND
RANG,Range Capital Acquisition Corp. - Ordinary Shares,NASDAQ,RANG
RANGR,Range Capital Acquisition Corp. - Rights,NASDAQ,RANGR
RANGU,Range Capital Acquisition Corp. - Units,NASDAQ,RANGU
RANI,"Rani Therapeutics Holdings, Inc. - Class A Common Stock",NASDAQ,RANI
RAPP,"Rapport Therapeutics, Inc. - Common Stock",NASDAQ,RAPP
RAPT,"RAPT Therapeutics, Inc. - Common Stock",NASDAQ,RAPT
RARE,Ultragenyx Pharmaceutical Inc. - Common Stock,NASDAQ,RARE
RAVE,"Rave Restaurant Group, Inc. - Common Stock",NASDAQ,RAVE
RAY,Raytech Holding Limited - ordinary shares,NASDAQ,RAY
RAYA,Erayak Power Solution Group Inc. - Class A Ordinary Shares,NASDAQ,RAYA
RBB,RBB Bancorp - Common Stock,NASDAQ,RBB
RBBN,Ribbon Communications Inc.  - Common Stock,NASDAQ,RBBN
RBCAA,"Republic Bancorp, Inc. - Class A Common Stock",NASDAQ,RBCAA
RBKB,"Rhinebeck Bancorp, Inc. - Common Stock",NASDAQ,RBKB
RBNE,Robin Energy Ltd. - Common Stock,NASDAQ,RBNE
